,PROPERTY CITY,Month,INTEREST RATE,Category,ON,spread between libor ON,Corr with libor ON,1W,spread between libor 1W,Corr with libor 1W,1M,spread between libor 1M,Corr with libor 1M,2M,spread between libor 2M,Corr with libor 2M,3M,spread between libor 3M,Corr with libor 3M,6M,spread between libor 6M,Corr with libor 6M,12M,spread between libor 12M,Corr with libor 12M,1 Mo,spread between 1 Mo treasury,Corr with 1 Mo treasury,6 Mo,spread between 6 Mo treasury,Corr with 6 Mo treasury,1 Yr,spread between 1 Yr treasury,Corr with 1 Yr treasury,5 Yr,spread between 5 Yr treasury,Corr with 5 Yr treasury,10 Yr,spread between 10 Yr treasury,Corr with 10 Yr treasury,20 Yr,spread between 20 Yr treasury,Corr with 20 Yr treasury,30 Yr,spread between 30 Yr treasury,Corr with 30 Yr treasury,auto_vol(3),Corr with auto_vol(3),student_vol,Corr with student_vol,credit_tightness(-2),Corr with credit_tightness(-2),mortgage 30-89(4),Corr with mortgage 30-89(4),mortgage 90(4),Corr with mortgage 90(4)
11,ATLANTA,2012-10,3.15,All,0.15320434782608702,2.9967956521739127,0.3069481878803236,0.17955217391304346,2.9704478260869562,0.3063098260733188,0.21346521739130433,2.9365347826086956,0.30070535464449716,0.2717391304347827,2.878260869565217,0.2950588248157987,0.3304891304347827,2.8195108695652173,0.2845293257462608,0.5823021739130435,2.5676978260869565,0.26128382771223924,0.9185760869565219,2.231423913043478,0.2739145231821616,0.10952380952380951,3.0404761904761903,0.3118750787039471,0.14904761904761904,3.000952380952381,0.3050672102948919,0.17952380952380956,2.9704761904761905,0.3152399911515719,0.7085714285714285,2.4414285714285713,0.6824470108214951,1.7461904761904758,1.403809523809524,0.7581249200739547,2.505714285714286,0.6442857142857141,0.6182603074252887,2.90047619047619,0.2495238095238097,0.5505017097664285,39268596272.9965,-0.32365107063374426,12022315813.7363,0.3755323841182915,89.6061116730853,0.3518401706335356,4.3,0.27187221830051805,4.0,0.2897613880007304
12,ATLANTA,2012-11,2.53,All,0.1555,2.3745,0.3069481878803236,0.18060909090909089,2.349390909090909,0.3063098260733188,0.20888636363636362,2.321113636363636,0.30070535464449716,0.25813636363636355,2.271863636363636,0.2950588248157987,0.31102272727272723,2.2189772727272725,0.2845293257462608,0.528347727272727,2.0016522727272728,0.26128382771223924,0.8631931818181818,1.666806818181818,0.2739145231821616,0.12449999999999999,2.4055,0.3118750787039471,0.14450000000000002,2.3855,0.3050672102948919,0.17850000000000002,2.3514999999999997,0.3152399911515719,0.665,1.8649999999999998,0.6824470108214951,1.654,0.8759999999999999,0.7581249200739547,2.3894999999999995,0.1405000000000003,0.6182603074252887,2.8034999999999997,-0.27349999999999985,0.5505017097664285,39658399389.4891,-0.32365107063374426,10740081615.3953,0.3755323841182915,89.513287195688,0.3518401706335356,4.2,0.27187221830051805,3.9,0.2897613880007304
13,ATLANTA,2012-12,2.86,All,0.1631578947368421,2.696842105263158,0.3069481878803236,0.1875157894736842,2.672484210526316,0.3063098260733188,0.21092631578947374,2.649073684210526,0.30070535464449716,0.2552894736842105,2.6047105263157895,0.2950588248157987,0.30947368421052623,2.5505263157894738,0.2845293257462608,0.5145657894736843,2.3454342105263155,0.26128382771223924,0.8483157894736841,2.0116842105263157,0.2739145231821616,0.039500000000000014,2.8205,0.3118750787039471,0.11950000000000005,2.7405,0.3050672102948919,0.1585,2.7015,0.3152399911515719,0.6960000000000001,2.1639999999999997,0.6824470108214951,1.7189999999999999,1.141,0.7581249200739547,2.4675000000000002,0.3924999999999996,0.6182603074252887,2.8835,-0.0235000000000003,0.5505017097664285,39298206327.5877,-0.32365107063374426,11337096053.4966,0.3755323841182915,90.37816904639429,0.3518401706335356,3.8,0.27187221830051805,3.6,0.2897613880007304
14,ATLANTA,2013-01,2.4299999999999997,All,0.16043181818181818,2.2695681818181814,0.3069481878803236,0.17947272727272726,2.2505272727272723,0.3063098260733188,0.20497272727272725,2.2250272727272726,0.30070535464449716,0.2497954545454545,2.1802045454545453,0.2950588248157987,0.30261363636363625,2.1273863636363632,0.2845293257462608,0.48810454545454546,1.9418954545454543,0.26128382771223924,0.8142727272727271,1.6157272727272725,0.2739145231821616,0.05190476190476192,2.378095238095238,0.3118750787039471,0.10761904761904766,2.322380952380952,0.3050672102948919,0.14523809523809525,2.2847619047619045,0.3152399911515719,0.8052380952380951,1.6247619047619046,0.6824470108214951,1.9147619047619049,0.5152380952380948,0.7581249200739547,2.681428571428571,-0.25142857142857133,0.6182603074252887,3.0804761904761913,-0.6504761904761915,0.5505017097664285,40395555554.9932,-0.32365107063374426,11154944519.578999,0.3755323841182915,90.2956809830492,0.3518401706335356,3.6,0.27187221830051805,3.5,0.2897613880007304
15,ATLANTA,2013-03,3.16,All,0.15505000000000002,3.00495,0.3069481878803236,0.17309999999999998,2.9869000000000003,0.3063098260733188,0.20345,2.95655,0.30070535464449716,0.2419,2.9181,0.2950588248157987,0.28190000000000004,2.8781,0.2845293257462608,0.44782500000000003,2.7121750000000002,0.26128382771223924,0.7351250000000001,2.424875,0.2739145231821616,0.07800000000000003,3.0820000000000003,0.3118750787039471,0.11450000000000005,3.0455,0.3050672102948919,0.14750000000000002,3.0125,0.3152399911515719,0.8185000000000002,2.3415,0.6824470108214951,1.9575,1.2025000000000001,0.7581249200739547,2.7840000000000003,0.3759999999999999,0.6182603074252887,3.1625000000000005,-0.002500000000000391,0.5505017097664285,41507587847.7023,-0.32365107063374426,9855625468.0504,0.3755323841182915,91.578064558499,0.3518401706335356,3.6,0.27187221830051805,3.2,0.2897613880007304
16,ATLANTA,2013-04,3.18,All,0.1539047619047619,3.0260952380952384,0.3069481878803236,0.17210476190476193,3.007895238095238,0.3063098260733188,0.19953333333333334,2.9804666666666666,0.30070535464449716,0.24005714285714277,2.9399428571428574,0.2950588248157987,0.27714285714285714,2.902857142857143,0.2845293257462608,0.4360190476190476,2.7439809523809524,0.26128382771223924,0.7168333333333334,2.463166666666667,0.2739145231821616,0.049090909090909116,3.130909090909091,0.3118750787039471,0.09409090909090913,3.085909090909091,0.3050672102948919,0.12454545454545456,3.0554545454545456,0.3152399911515719,0.7104545454545454,2.4695454545454547,0.6824470108214951,1.7590909090909093,1.420909090909091,0.7581249200739547,2.5500000000000003,0.6299999999999999,0.6182603074252887,2.9327272727272726,0.24727272727272753,0.5505017097664285,41471481477.9035,-0.32365107063374426,9123117418.53368,0.3755323841182915,88.794109524791,0.3518401706335356,3.7,0.27187221830051805,3.1,0.2897613880007304
17,ATLANTA,2013-05,2.9500000000000006,All,0.1435047619047619,2.8064952380952386,0.3069481878803236,0.1638380952380952,2.7861619047619053,0.3063098260733188,0.19670952380952378,2.753290476190477,0.30070535464449716,0.23396000000000003,2.7160400000000005,0.2950588248157987,0.27416904761904765,2.675830952380953,0.2845293257462608,0.42137333333333327,2.5286266666666672,0.26128382771223924,0.6936104761904763,2.256389523809524,0.2739145231821616,0.020454545454545458,2.929545454545455,0.3118750787039471,0.08090909090909093,2.8690909090909096,0.3050672102948919,0.11863636363636366,2.831363636363637,0.3152399911515719,0.840909090909091,2.1090909090909093,0.6824470108214951,1.9281818181818182,1.0218181818181824,0.7581249200739547,2.7286363636363635,0.2213636363636371,0.6182603074252887,3.112727272727273,-0.16272727272727217,0.5505017097664285,41334062733.8549,-0.32365107063374426,9498561196.652071,0.3755323841182915,88.920473853359,0.3518401706335356,3.3,0.27187221830051805,3.0,0.2897613880007304
18,ATLANTA,2013-06,3.1133333333333333,All,0.13074,2.9825933333333334,0.3069481878803236,0.15964599999999998,2.9536873333333333,0.3063098260733188,0.19319250000000002,2.9201408333333334,0.30070535464449716,0.23164600000000002,2.8816873333333333,0.2950588248157987,0.27374,2.839593333333333,0.2845293257462608,0.4139935,2.699339833333333,0.26128382771223924,0.6839425000000002,2.429390833333333,0.2739145231821616,0.0345,3.0788333333333333,0.3118750787039471,0.08750000000000002,3.0258333333333334,0.3050672102948919,0.142,2.9713333333333334,0.3152399911515719,1.2035,1.9098333333333333,0.6824470108214951,2.3000000000000003,0.813333333333333,0.7581249200739547,3.0740000000000003,0.039333333333333,0.6182603074252887,3.400000000000001,-0.2866666666666675,0.5505017097664285,41062625933.5941,-0.32365107063374426,9260696074.4491,0.3755323841182915,86.5850023909696,0.3518401706335356,3.7,0.27187221830051805,2.9,0.2897613880007304
19,ATLANTA,2013-08,3.9375,All,0.11782999999999999,3.81967,0.3069481878803236,0.1493142857142857,3.7881857142857145,0.3063098260733188,0.1840704761904762,3.753429523809524,0.30070535464449716,0.22633523809523812,3.711164761904762,0.2950588248157987,0.2633952380952381,3.6741047619047618,0.2845293257462608,0.3949285714285714,3.5425714285714287,0.26128382771223924,0.6679499999999999,3.26955,0.2739145231821616,0.03681818181818183,3.9006818181818184,0.3118750787039471,0.07181818181818184,3.865681818181818,0.3050672102948919,0.12681818181818183,3.810681818181818,0.3152399911515719,1.5204545454545455,2.4170454545454545,0.6824470108214951,2.7372727272727273,1.2002272727272727,0.7581249200739547,3.488181818181818,0.44931818181818217,0.6182603074252887,3.757727272727273,0.1797727272727272,0.5505017097664285,41658198449.9001,-0.32365107063374426,10210246554.7955,0.3755323841182915,89.95115518901541,0.3518401706335356,3.7,0.27187221830051805,3.0,0.2897613880007304
20,ATLANTA,2013-09,4.42,All,0.11272380952380952,4.30727619047619,0.3069481878803236,0.14323238095238094,4.276767619047619,0.3063098260733188,0.18057476190476196,4.239425238095238,0.30070535464449716,0.22133904761904755,4.198660952380952,0.2950588248157987,0.2531785714285715,4.166821428571429,0.2845293257462608,0.38033809523809525,4.039661904761905,0.26128382771223924,0.6526857142857143,3.767314285714286,0.2739145231821616,0.017500000000000005,4.4025,0.3118750787039471,0.04150000000000001,4.3785,0.3050672102948919,0.11850000000000002,4.3015,0.3152399911515719,1.5959999999999999,2.824,0.6824470108214951,2.8095,1.6105,0.7581249200739547,3.526,0.8940000000000001,0.6182603074252887,3.7870000000000004,0.6329999999999996,0.5505017097664285,41561863313.5151,-0.32365107063374426,10216278752.7557,0.3755323841182915,90.32258801944451,0.3518401706335356,3.8,0.27187221830051805,2.9,0.2897613880007304
21,ATLANTA,2013-12,3.95,All,0.10022500000000001,3.849775,0.3069481878803236,0.1273025,3.8226975000000003,0.3063098260733188,0.16723,3.78277,0.30070535464449716,0.2127325,3.7372675,0.2950588248157987,0.24389749999999996,3.7061025,0.2845293257462608,0.34639499999999995,3.6036050000000004,0.26128382771223924,0.579045,3.3709550000000004,0.2739145231821616,0.019047619047619053,3.930952380952381,0.3118750787039471,0.09523809523809526,3.854761904761905,0.3050672102948919,0.13285714285714287,3.817142857142857,0.3152399911515719,1.5761904761904764,2.373809523809524,0.6824470108214951,2.901904761904762,1.0480952380952382,0.7581249200739547,3.6266666666666674,0.3233333333333328,0.6182603074252887,3.889047619047619,0.06095238095238109,0.5505017097664285,44555116847.5878,-0.32365107063374426,9402239044.86975,0.3755323841182915,85.7873584996498,0.3518401706335356,2.9,0.27187221830051805,2.5,0.2897613880007304
22,ATLANTA,2014-01,4.35,All,0.09003181818181817,4.259968181818182,0.3069481878803236,0.1219931818181818,4.228006818181818,0.3063098260733188,0.1597090909090909,4.190290909090908,0.30070535464449716,0.204425,4.145575,0.2950588248157987,0.23822954545454544,4.1117704545454545,0.2845293257462608,0.33795909090909093,4.012040909090909,0.26128382771223924,0.5752999999999999,3.7746999999999997,0.2739145231821616,0.017142857142857144,4.332857142857143,0.3118750787039471,0.0690476190476191,4.280952380952381,0.3050672102948919,0.11619047619047623,4.233809523809524,0.3152399911515719,1.6466666666666665,2.703333333333333,0.6824470108214951,2.858095238095238,1.4919047619047618,0.7581249200739547,3.521904761904762,0.8280952380952376,0.6182603074252887,3.76904761904762,0.5809523809523798,0.5505017097664285,44109559396.2995,-0.32365107063374426,9438159522.248821,0.3755323841182915,88.4263020205016,0.3518401706335356,3.1,0.27187221830051805,2.5,0.2897613880007304
23,ATLANTA,2014-03,4.3,All,0.0888,4.2112,0.3069481878803236,0.1207452380952381,4.179254761904762,0.3063098260733188,0.15488333333333335,4.145116666666667,0.30070535464449716,0.19711666666666672,4.102883333333333,0.2950588248157987,0.23409761904761903,4.065902380952381,0.2845293257462608,0.33106666666666673,3.968933333333333,0.26128382771223924,0.5571428571428573,3.7428571428571424,0.2739145231821616,0.051428571428571455,4.248571428571428,0.3118750787039471,0.07857142857142858,4.2214285714285715,0.3050672102948919,0.1280952380952381,4.171904761904762,0.3152399911515719,1.6395238095238096,2.6604761904761904,0.6824470108214951,2.7233333333333327,1.576666666666667,0.7581249200739547,3.3466666666666667,0.9533333333333331,0.6182603074252887,3.6209523809523807,0.6790476190476191,0.5505017097664285,43938467193.2505,-0.32365107063374426,10653400066.5467,0.3755323841182915,84.4459748156831,0.3518401706335356,3.1,0.27187221830051805,2.4,0.2897613880007304
24,ATLANTA,2014-04,4.33,All,0.08864000000000001,4.24136,0.3069481878803236,0.120115,4.209885,0.3063098260733188,0.1517,4.1783,0.30070535464449716,0.1918625,4.1381375,0.2950588248157987,0.227495,4.102505,0.2845293257462608,0.32422500000000004,4.005775,0.26128382771223924,0.550005,3.779995,0.2739145231821616,0.023333333333333345,4.306666666666667,0.3118750787039471,0.05333333333333336,4.276666666666666,0.3050672102948919,0.10761904761904763,4.222380952380952,0.3152399911515719,1.7009523809523805,2.6290476190476193,0.6824470108214951,2.705238095238095,1.6247619047619049,0.7581249200739547,3.265238095238095,1.0647619047619052,0.6182603074252887,3.5176190476190476,0.8123809523809524,0.5505017097664285,44931729222.7983,-0.32365107063374426,11032404366.8063,0.3755323841182915,83.69462947740479,0.3518401706335356,3.3,0.27187221830051805,2.3,0.2897613880007304
25,ATLANTA,2014-08,3.75,All,0.090785,3.659215,0.3069481878803236,0.121725,3.628275,0.3063098260733188,0.15602,3.59398,0.30070535464449716,0.19527250000000002,3.5547275,0.2950588248157987,0.23465000000000003,3.5153499999999998,0.2845293257462608,0.32965500000000003,3.420345,0.26128382771223924,0.55889,3.19111,0.2739145231821616,0.030000000000000006,3.72,0.3118750787039471,0.0523809523809524,3.697619047619048,0.3050672102948919,0.10714285714285714,3.642857142857143,0.3152399911515719,1.6314285714285717,2.1185714285714283,0.6824470108214951,2.42,1.33,0.7581249200739547,2.9366666666666665,0.8133333333333335,0.6182603074252887,3.2009523809523808,0.5490476190476192,0.5505017097664285,44940573200.2924,-0.32365107063374426,11117378455.0815,0.3755323841182915,81.9669757663089,0.3518401706335356,3.3,0.27187221830051805,2.3,0.2897613880007304
26,ATLANTA,2014-11,3.67,All,0.09656999999999999,3.57343,0.3069481878803236,0.12222499999999999,3.547775,0.3063098260733188,0.1548075,3.5151925,0.30070535464449716,0.20246,3.46754,0.2950588248157987,0.23286250000000003,3.4371375,0.2845293257462608,0.32679500000000006,3.3432049999999998,0.26128382771223924,0.56206,3.10794,0.2739145231821616,0.04166666666666668,3.6283333333333334,0.3118750787039471,0.06944444444444448,3.6005555555555553,0.3050672102948919,0.13444444444444448,3.5355555555555553,0.3152399911515719,1.6205555555555557,2.049444444444444,0.6824470108214951,2.325555555555556,1.344444444444444,0.7581249200739547,2.7644444444444445,0.9055555555555554,0.6182603074252887,3.038333333333333,0.6316666666666668,0.5505017097664285,45758876905.2845,-0.32365107063374426,11357071284.6333,0.3755323841182915,82.2508390398281,0.3518401706335356,2.7,0.27187221830051805,2.1,0.2897613880007304
27,ATLANTA,2014-12,3.48,All,0.1101,3.3699,0.3069481878803236,0.1330809523809524,3.3469190476190476,0.3063098260733188,0.16305,3.31695,0.30070535464449716,0.20744285714285715,3.272557142857143,0.2950588248157987,0.2446071428571429,3.235392857142857,0.2845293257462608,0.34302142857142864,3.136978571428571,0.26128382771223924,0.6021190476190476,2.8778809523809525,0.2739145231821616,0.02500000000000001,3.455,0.3118750787039471,0.1063636363636364,3.3736363636363635,0.3050672102948919,0.21454545454545454,3.2654545454545456,0.3152399911515719,1.64,1.84,0.6824470108214951,2.2072727272727275,1.2727272727272725,0.7581249200739547,2.5504545454545453,0.9295454545454547,0.6182603074252887,2.8331818181818185,0.6468181818181815,0.5505017097664285,47944164595.1044,-0.32365107063374426,14245911418.8887,0.3755323841182915,82.08517590205541,0.3518401706335356,2.5,0.27187221830051805,2.0,0.2897613880007304
28,ATLANTA,2015-01,3.18,All,0.11871428571428574,3.0612857142857144,0.3069481878803236,0.1349785714285714,3.0450214285714288,0.3063098260733188,0.16807857142857144,3.0119214285714286,0.30070535464449716,0.2135952380952381,2.966404761904762,0.2950588248157987,0.2543190476190476,2.9256809523809526,0.2845293257462608,0.35825714285714294,2.821742857142857,0.26128382771223924,0.6221666666666666,2.5578333333333334,0.2739145231821616,0.018000000000000006,3.1620000000000004,0.3118750787039471,0.08300000000000003,3.097,0.3050672102948919,0.19549999999999998,2.9845,0.3152399911515719,1.3744999999999998,1.8055000000000003,0.6824470108214951,1.8814999999999997,1.2985000000000004,0.7581249200739547,2.199,0.9810000000000003,0.6182603074252887,2.455,0.7250000000000001,0.5505017097664285,47036055605.935,-0.32365107063374426,11733364706.6996,0.3755323841182915,82.72786465890579,0.3518401706335356,2.8,0.27187221830051805,2.0,0.2897613880007304
