,PROPERTY CITY,Month,INTEREST RATE,Category,ON,spread between libor ON,Corr with libor ON,1W,spread between libor 1W,Corr with libor 1W,1M,spread between libor 1M,Corr with libor 1M,2M,spread between libor 2M,Corr with libor 2M,3M,spread between libor 3M,Corr with libor 3M,6M,spread between libor 6M,Corr with libor 6M,12M,spread between libor 12M,Corr with libor 12M,1 Mo,spread between 1 Mo treasury,Corr with 1 Mo treasury,6 Mo,spread between 6 Mo treasury,Corr with 6 Mo treasury,1 Yr,spread between 1 Yr treasury,Corr with 1 Yr treasury,5 Yr,spread between 5 Yr treasury,Corr with 5 Yr treasury,10 Yr,spread between 10 Yr treasury,Corr with 10 Yr treasury,20 Yr,spread between 20 Yr treasury,Corr with 20 Yr treasury,30 Yr,spread between 30 Yr treasury,Corr with 30 Yr treasury,auto_vol(3),Corr with auto_vol(3),student_vol(4),Corr with student_vol(4),credit_tightness(-3),Corr with credit_tightness(-3),mortgage 30-89(4),Corr with mortgage 30-89(4),mortgage 90(-4),Corr with mortgage 90(-4)
0,FORT WAYNE,2010-04,4.85,Other FHA,0.24183250000000003,4.6081674999999995,-0.03934585511188346,0.2495495,4.6004505,-0.03404590204847328,0.2597455000000001,4.5902544999999995,-0.030202962701578993,0.2840375,4.5659624999999995,-0.025291908547545382,0.3116065,4.5383935,-0.011461957678718184,0.4758610000000001,4.3741389999999996,0.0037594885847801814,0.9598030000000002,3.8901969999999997,0.058698118077141356,0.15045454545454548,4.699545454545454,-0.035087080279699215,0.2440909090909091,4.6059090909090905,-0.015791936963308145,0.44499999999999995,4.404999999999999,0.030860764323031656,2.581363636363637,2.2686363636363627,0.5474840755278237,3.8468181818181817,1.003181818181818,0.6897949513864535,4.531363636363637,0.3186363636363625,0.6006172167083478,4.693181818181819,0.1568181818181804,0.5335408658066584,28477062769.4533,-0.38787518731656234,11556490165.0911,0.5919140554197944,97.9962893430168,0.39141828412618235,4.3,0.4079631588937953,3.3,0.28098816046121605
1,FORT WAYNE,2010-07,3.8,Other FHA,0.26711500000000005,3.532885,-0.03934585511188346,0.31483090909090916,3.485169090909091,-0.03404590204847328,0.3341213636363637,3.465878636363636,-0.030202962701578993,0.41480272727272727,3.3851972727272726,-0.025291908547545382,0.5103277272727272,3.2896722727272727,-0.011461957678718184,0.7185045454545452,3.0814954545454545,0.0037594885847801814,1.117797727272727,2.682202272727273,0.058698118077141356,0.15666666666666668,3.643333333333333,-0.035087080279699215,0.20047619047619053,3.5995238095238093,-0.015791936963308145,0.2914285714285714,3.5085714285714285,0.030860764323031656,1.7628571428571433,2.0371428571428565,0.5474840755278237,3.0114285714285716,0.7885714285714283,0.6897949513864535,3.796190476190476,0.003809523809523707,0.6006172167083478,3.994285714285714,-0.1942857142857144,0.5335408658066584,30512069858.4251,-0.38787518731656234,11082139451.8714,0.5919140554197944,99.0214107435932,0.39141828412618235,3.8,0.4079631588937953,3.1,0.28098816046121605
2,FORT WAYNE,2010-08,4.85,Other FHA,0.23101619047619049,4.618983809523809,-0.03934585511188346,0.2659952380952381,4.584004761904762,-0.03404590204847328,0.27546238095238096,4.574537619047619,-0.030202962701578993,0.3123080952380952,4.537691904761904,-0.025291908547545382,0.3625466666666667,4.487453333333333,-0.011461957678718184,0.5790957142857143,4.270904285714286,0.0037594885847801814,0.9435780952380955,3.906421904761904,0.058698118077141356,0.15409090909090908,4.69590909090909,-0.035087080279699215,0.19136363636363637,4.658636363636363,-0.015791936963308145,0.25909090909090904,4.590909090909091,0.030860764323031656,1.4654545454545451,3.3845454545454547,0.5474840755278237,2.6986363636363637,2.151363636363636,0.6897949513864535,3.516818181818181,1.3331818181818185,0.6006172167083478,3.8031818181818178,1.0468181818181819,0.5335408658066584,30207558860.6451,-0.38787518731656234,10792773250.4017,0.5919140554197944,98.6449594200431,0.39141828412618235,3.9,0.4079631588937953,2.8,0.28098816046121605
3,FORT WAYNE,2010-10,4.0,Other FHA,0.22598619047619048,3.7740138095238094,-0.03934585511188346,0.25051619047619045,3.7494838095238094,-0.03404590204847328,0.25605714285714287,3.7439428571428572,-0.030202962701578993,0.2720304761904762,3.7279695238095236,-0.025291908547545382,0.28884,3.71116,-0.011461957678718184,0.45499142857142844,3.5450085714285717,0.0037594885847801814,0.7680966666666665,3.2319033333333334,0.058698118077141356,0.14050000000000004,3.8595,-0.035087080279699215,0.17650000000000005,3.8235,-0.015791936963308145,0.22800000000000006,3.772,0.030860764323031656,1.1824999999999999,2.8175,0.5474840755278237,2.54,1.46,0.6897949513864535,3.524,0.476,0.6006172167083478,3.8724999999999996,0.1275000000000004,0.5335408658066584,31618591270.7387,-0.38787518731656234,11726514214.1317,0.5919140554197944,95.21340255359091,0.39141828412618235,3.3,0.4079631588937953,2.7,0.28098816046121605
4,FORT WAYNE,2010-11,3.4,Other FHA,0.22869727272727272,3.171302727272727,-0.03934585511188346,0.24913818181818187,3.150861818181818,-0.03404590204847328,0.2541922727272727,3.1458077272727274,-0.030202962701578993,0.27004181818181816,3.1299581818181816,-0.025291908547545382,0.2871204545454545,3.1128795454545455,-0.011461957678718184,0.44597000000000014,2.95403,0.0037594885847801814,0.7651345454545454,2.6348654545454546,0.058698118077141356,0.13400000000000004,3.266,-0.035087080279699215,0.182,3.218,-0.015791936963308145,0.25200000000000006,3.1479999999999997,0.030860764323031656,1.35,2.05,0.5474840755278237,2.7630000000000003,0.6369999999999996,0.6897949513864535,3.817999999999999,-0.41799999999999926,0.6006172167083478,4.186,-0.786,0.5335408658066584,32217867353.4185,-0.38787518731656234,11311909309.5948,0.5919140554197944,95.6415096715633,0.39141828412618235,2.8,0.4079631588937953,2.5,0.28098816046121605
5,FORT WAYNE,2011-12,4.25,Other FHA,0.1499335,4.1000665,-0.03934585511188346,0.2029985,4.0470015,-0.03404590204847328,0.2836085,3.9663915,-0.030202962701578993,0.40829250000000006,3.8417075,-0.025291908547545382,0.5557375,3.6942625,-0.011461957678718184,0.7798775000000001,3.4701225,0.0037594885847801814,1.1003555000000003,3.1496445,0.058698118077141356,0.0033333333333333335,4.246666666666667,-0.035087080279699215,0.048571428571428585,4.201428571428571,-0.015791936963308145,0.11523809523809528,4.134761904761905,0.030860764323031656,0.8914285714285713,3.3585714285714285,0.5474840755278237,1.9780952380952384,2.2719047619047616,0.6897949513864535,2.6676190476190476,1.5823809523809524,0.6006172167083478,2.9823809523809524,1.2676190476190476,0.5335408658066584,35767585536.868996,-0.38787518731656234,11641401212.0971,0.5919140554197944,90.4806728327692,0.39141828412618235,2.9,0.4079631588937953,2.4,0.28098816046121605
6,FORT WAYNE,2012-11,2.84,Other FHA,0.1555,2.6845,-0.03934585511188346,0.18060909090909089,2.659390909090909,-0.03404590204847328,0.20888636363636362,2.631113636363636,-0.030202962701578993,0.25813636363636355,2.5818636363636362,-0.025291908547545382,0.31102272727272723,2.5289772727272726,-0.011461957678718184,0.528347727272727,2.311652272727273,0.0037594885847801814,0.8631931818181818,1.9768068181818181,0.058698118077141356,0.12449999999999999,2.7155,-0.035087080279699215,0.14450000000000002,2.6955,-0.015791936963308145,0.17850000000000002,2.6614999999999998,0.030860764323031656,0.665,2.175,0.5474840755278237,1.654,1.186,0.6897949513864535,2.3894999999999995,0.45050000000000034,0.6006172167083478,2.8034999999999997,0.0365000000000002,0.5335408658066584,39658399389.4891,-0.38787518731656234,9855625468.0504,0.5919140554197944,89.6061116730853,0.39141828412618235,2.8,0.4079631588937953,2.3,0.28098816046121605
7,FORT WAYNE,2013-01,2.35,Other FHA,0.16043181818181818,2.189568181818182,-0.03934585511188346,0.17947272727272726,2.1705272727272726,-0.03404590204847328,0.20497272727272725,2.145027272727273,-0.030202962701578993,0.2497954545454545,2.1002045454545457,-0.025291908547545382,0.30261363636363625,2.047386363636364,-0.011461957678718184,0.48810454545454546,1.8618954545454547,0.0037594885847801814,0.8142727272727271,1.5357272727272728,0.058698118077141356,0.05190476190476192,2.298095238095238,-0.035087080279699215,0.10761904761904766,2.2423809523809526,-0.015791936963308145,0.14523809523809525,2.204761904761905,0.030860764323031656,0.8052380952380951,1.544761904761905,0.5474840755278237,1.9147619047619049,0.4352380952380952,0.6897949513864535,2.681428571428571,-0.33142857142857096,0.6006172167083478,3.0804761904761913,-0.7304761904761912,0.5335408658066584,40395555554.9932,-0.38787518731656234,9498561196.652071,0.5919140554197944,90.37816904639429,0.39141828412618235,3.0,0.4079631588937953,2.2,0.28098816046121605
8,FORT WAYNE,2013-03,2.55,Other FHA,0.15505000000000002,2.3949499999999997,-0.03934585511188346,0.17309999999999998,2.3769,-0.03404590204847328,0.20345,2.3465499999999997,-0.030202962701578993,0.2419,2.3080999999999996,-0.025291908547545382,0.28190000000000004,2.2680999999999996,-0.011461957678718184,0.44782500000000003,2.102175,0.0037594885847801814,0.7351250000000001,1.8148749999999998,0.058698118077141356,0.07800000000000003,2.472,-0.035087080279699215,0.11450000000000005,2.4354999999999998,-0.015791936963308145,0.14750000000000002,2.4025,0.030860764323031656,0.8185000000000002,1.7314999999999996,0.5474840755278237,1.9575,0.5924999999999998,0.6897949513864535,2.7840000000000003,-0.23400000000000043,0.6006172167083478,3.1625000000000005,-0.6125000000000007,0.5335408658066584,41507587847.7023,-0.38787518731656234,8901986132.75728,0.5919140554197944,89.2801736441717,0.39141828412618235,2.9,0.4079631588937953,2.3,0.28098816046121605
9,FORT WAYNE,2013-07,2.98,Other FHA,0.12117913043478262,2.8588208695652173,-0.03934585511188346,0.15611695652173913,2.823883043478261,-0.03404590204847328,0.19111913043478265,2.7888808695652174,-0.030202962701578993,0.232388695652174,2.747611304347826,-0.025291908547545382,0.26758260869565215,2.712417391304348,-0.011461957678718184,0.40307869565217386,2.576921304347826,0.0037594885847801814,0.6838491304347826,2.2961508695652175,0.058698118077141356,0.020909090909090912,2.959090909090909,-0.035087080279699215,0.07363636363636367,2.9063636363636363,-0.015791936963308145,0.12181818181818184,2.858181818181818,0.030860764323031656,1.4031818181818183,1.5768181818181817,0.5474840755278237,2.5822727272727275,0.3977272727272725,0.6897949513864535,3.3072727272727276,-0.3272727272727276,0.6006172167083478,3.605,-0.625,0.5335408658066584,41244159430.5284,-0.38787518731656234,10396023519.0372,0.5919140554197944,86.5850023909696,0.39141828412618235,2.8,0.4079631588937953,2.1,0.28098816046121605
