,PROPERTY CITY,Month,INTEREST RATE,Category,ON,spread between libor ON,Corr with libor ON,1W,spread between libor 1W,Corr with libor 1W,1M,spread between libor 1M,Corr with libor 1M,2M,spread between libor 2M,Corr with libor 2M,3M,spread between libor 3M,Corr with libor 3M,6M,spread between libor 6M,Corr with libor 6M,12M,spread between libor 12M,Corr with libor 12M,1 Mo,spread between 1 Mo treasury,Corr with 1 Mo treasury,6 Mo,spread between 6 Mo treasury,Corr with 6 Mo treasury,1 Yr,spread between 1 Yr treasury,Corr with 1 Yr treasury,5 Yr,spread between 5 Yr treasury,Corr with 5 Yr treasury,10 Yr,spread between 10 Yr treasury,Corr with 10 Yr treasury,20 Yr,spread between 20 Yr treasury,Corr with 20 Yr treasury,30 Yr,spread between 30 Yr treasury,Corr with 30 Yr treasury,auto_vol(1),Corr with auto_vol(1),student_vol,Corr with student_vol,credit_tightness(4),Corr with credit_tightness(4),mortgage 30-89(-1),Corr with mortgage 30-89(-1),mortgage 90(4),Corr with mortgage 90(4)
10,ALEXANDRIA,2010-04,4.58,Improvements_Additions for Apartments_Coops,0.24183250000000003,4.3381675,0.26256824483633745,0.2495495,4.3304505,0.26076884367139835,0.2597455000000001,4.3202545,0.2523900726176449,0.2840375,4.2959625,0.23962667688653885,0.3116065,4.2683935,0.22158079071761172,0.4758610000000001,4.104139,0.17644395902264073,0.9598030000000002,3.620197,0.17327821708980926,0.15045454545454548,4.429545454545455,0.2752565035787186,0.2440909090909091,4.335909090909091,0.25381971776717804,0.44499999999999995,4.135,0.27609115090838504,2.581363636363637,1.998636363636363,0.6244939147316251,3.8468181818181817,0.7331818181818184,0.6057000970325506,4.531363636363637,0.04863636363636292,0.45677978785819345,4.693181818181819,-0.11318181818181916,0.38345032603264617,27396832704.0094,0.1605667475080691,13493693756.3064,0.4222296006939482,95.6415096715633,-0.3350152035550876,3.5,-0.3017086534969802,4.8,-0.16691252545477972
11,ALEXANDRIA,2010-04,4.58,Improvements_Additions for Apartments_Coops,0.24183250000000003,4.3381675,0.26256824483633745,0.2495495,4.3304505,0.26076884367139835,0.2597455000000001,4.3202545,0.2523900726176449,0.2840375,4.2959625,0.23962667688653885,0.3116065,4.2683935,0.22158079071761172,0.4758610000000001,4.104139,0.17644395902264073,0.9598030000000002,3.620197,0.17327821708980926,0.15045454545454548,4.429545454545455,0.2752565035787186,0.2440909090909091,4.335909090909091,0.25381971776717804,0.44499999999999995,4.135,0.27609115090838504,2.581363636363637,1.998636363636363,0.6244939147316251,3.8468181818181817,0.7331818181818184,0.6057000970325506,4.531363636363637,0.04863636363636292,0.45677978785819345,4.693181818181819,-0.11318181818181916,0.38345032603264617,27396832704.0094,0.1605667475080691,13493693756.3064,0.4222296006939482,95.6415096715633,-0.3350152035550876,3.5,-0.3017086534969802,4.9,-0.16691252545477972
12,ALEXANDRIA,2010-04,4.58,Improvements_Additions for Apartments_Coops,0.24183250000000003,4.3381675,0.26256824483633745,0.2495495,4.3304505,0.26076884367139835,0.2597455000000001,4.3202545,0.2523900726176449,0.2840375,4.2959625,0.23962667688653885,0.3116065,4.2683935,0.22158079071761172,0.4758610000000001,4.104139,0.17644395902264073,0.9598030000000002,3.620197,0.17327821708980926,0.15045454545454548,4.429545454545455,0.2752565035787186,0.2440909090909091,4.335909090909091,0.25381971776717804,0.44499999999999995,4.135,0.27609115090838504,2.581363636363637,1.998636363636363,0.6244939147316251,3.8468181818181817,0.7331818181818184,0.6057000970325506,4.531363636363637,0.04863636363636292,0.45677978785819345,4.693181818181819,-0.11318181818181916,0.38345032603264617,27396832704.0094,0.1605667475080691,13493693756.3064,0.4222296006939482,95.6415096715633,-0.3350152035550876,3.5,-0.3017086534969802,5.2,-0.16691252545477972
13,ALEXANDRIA,2010-04,4.58,Improvements_Additions for Apartments_Coops,0.24183250000000003,4.3381675,0.26256824483633745,0.2495495,4.3304505,0.26076884367139835,0.2597455000000001,4.3202545,0.2523900726176449,0.2840375,4.2959625,0.23962667688653885,0.3116065,4.2683935,0.22158079071761172,0.4758610000000001,4.104139,0.17644395902264073,0.9598030000000002,3.620197,0.17327821708980926,0.15045454545454548,4.429545454545455,0.2752565035787186,0.2440909090909091,4.335909090909091,0.25381971776717804,0.44499999999999995,4.135,0.27609115090838504,2.581363636363637,1.998636363636363,0.6244939147316251,3.8468181818181817,0.7331818181818184,0.6057000970325506,4.531363636363637,0.04863636363636292,0.45677978785819345,4.693181818181819,-0.11318181818181916,0.38345032603264617,27396832704.0094,0.1605667475080691,13493693756.3064,0.4222296006939482,95.6415096715633,-0.3350152035550876,3.5,-0.3017086534969802,5.0,-0.16691252545477972
14,ALEXANDRIA,2010-04,4.58,Improvements_Additions for Apartments_Coops,0.24183250000000003,4.3381675,0.26256824483633745,0.2495495,4.3304505,0.26076884367139835,0.2597455000000001,4.3202545,0.2523900726176449,0.2840375,4.2959625,0.23962667688653885,0.3116065,4.2683935,0.22158079071761172,0.4758610000000001,4.104139,0.17644395902264073,0.9598030000000002,3.620197,0.17327821708980926,0.15045454545454548,4.429545454545455,0.2752565035787186,0.2440909090909091,4.335909090909091,0.25381971776717804,0.44499999999999995,4.135,0.27609115090838504,2.581363636363637,1.998636363636363,0.6244939147316251,3.8468181818181817,0.7331818181818184,0.6057000970325506,4.531363636363637,0.04863636363636292,0.45677978785819345,4.693181818181819,-0.11318181818181916,0.38345032603264617,27396832704.0094,0.1605667475080691,13493693756.3064,0.4222296006939482,95.6415096715633,-0.3350152035550876,3.5,-0.3017086534969802,4.8,-0.16691252545477972
15,ALEXANDRIA,2010-04,4.58,Improvements_Additions for Apartments_Coops,0.24183250000000003,4.3381675,0.26256824483633745,0.2495495,4.3304505,0.26076884367139835,0.2597455000000001,4.3202545,0.2523900726176449,0.2840375,4.2959625,0.23962667688653885,0.3116065,4.2683935,0.22158079071761172,0.4758610000000001,4.104139,0.17644395902264073,0.9598030000000002,3.620197,0.17327821708980926,0.15045454545454548,4.429545454545455,0.2752565035787186,0.2440909090909091,4.335909090909091,0.25381971776717804,0.44499999999999995,4.135,0.27609115090838504,2.581363636363637,1.998636363636363,0.6244939147316251,3.8468181818181817,0.7331818181818184,0.6057000970325506,4.531363636363637,0.04863636363636292,0.45677978785819345,4.693181818181819,-0.11318181818181916,0.38345032603264617,27396832704.0094,0.1605667475080691,13493693756.3064,0.4222296006939482,95.6415096715633,-0.3350152035550876,3.5,-0.3017086534969802,4.9,-0.16691252545477972
16,ALEXANDRIA,2010-04,4.58,Improvements_Additions for Apartments_Coops,0.24183250000000003,4.3381675,0.26256824483633745,0.2495495,4.3304505,0.26076884367139835,0.2597455000000001,4.3202545,0.2523900726176449,0.2840375,4.2959625,0.23962667688653885,0.3116065,4.2683935,0.22158079071761172,0.4758610000000001,4.104139,0.17644395902264073,0.9598030000000002,3.620197,0.17327821708980926,0.15045454545454548,4.429545454545455,0.2752565035787186,0.2440909090909091,4.335909090909091,0.25381971776717804,0.44499999999999995,4.135,0.27609115090838504,2.581363636363637,1.998636363636363,0.6244939147316251,3.8468181818181817,0.7331818181818184,0.6057000970325506,4.531363636363637,0.04863636363636292,0.45677978785819345,4.693181818181819,-0.11318181818181916,0.38345032603264617,27396832704.0094,0.1605667475080691,13493693756.3064,0.4222296006939482,95.6415096715633,-0.3350152035550876,3.5,-0.3017086534969802,5.2,-0.16691252545477972
17,ALEXANDRIA,2010-04,4.58,Improvements_Additions for Apartments_Coops,0.24183250000000003,4.3381675,0.26256824483633745,0.2495495,4.3304505,0.26076884367139835,0.2597455000000001,4.3202545,0.2523900726176449,0.2840375,4.2959625,0.23962667688653885,0.3116065,4.2683935,0.22158079071761172,0.4758610000000001,4.104139,0.17644395902264073,0.9598030000000002,3.620197,0.17327821708980926,0.15045454545454548,4.429545454545455,0.2752565035787186,0.2440909090909091,4.335909090909091,0.25381971776717804,0.44499999999999995,4.135,0.27609115090838504,2.581363636363637,1.998636363636363,0.6244939147316251,3.8468181818181817,0.7331818181818184,0.6057000970325506,4.531363636363637,0.04863636363636292,0.45677978785819345,4.693181818181819,-0.11318181818181916,0.38345032603264617,27396832704.0094,0.1605667475080691,13493693756.3064,0.4222296006939482,95.6415096715633,-0.3350152035550876,3.5,-0.3017086534969802,5.0,-0.16691252545477972
18,ALEXANDRIA,2010-04,4.58,Improvements_Additions for Apartments_Coops,0.24183250000000003,4.3381675,0.26256824483633745,0.2495495,4.3304505,0.26076884367139835,0.2597455000000001,4.3202545,0.2523900726176449,0.2840375,4.2959625,0.23962667688653885,0.3116065,4.2683935,0.22158079071761172,0.4758610000000001,4.104139,0.17644395902264073,0.9598030000000002,3.620197,0.17327821708980926,0.15045454545454548,4.429545454545455,0.2752565035787186,0.2440909090909091,4.335909090909091,0.25381971776717804,0.44499999999999995,4.135,0.27609115090838504,2.581363636363637,1.998636363636363,0.6244939147316251,3.8468181818181817,0.7331818181818184,0.6057000970325506,4.531363636363637,0.04863636363636292,0.45677978785819345,4.693181818181819,-0.11318181818181916,0.38345032603264617,27396832704.0094,0.1605667475080691,13493693756.3064,0.4222296006939482,95.6415096715633,-0.3350152035550876,3.5,-0.3017086534969802,4.8,-0.16691252545477972
19,ALEXANDRIA,2010-04,4.58,Improvements_Additions for Apartments_Coops,0.24183250000000003,4.3381675,0.26256824483633745,0.2495495,4.3304505,0.26076884367139835,0.2597455000000001,4.3202545,0.2523900726176449,0.2840375,4.2959625,0.23962667688653885,0.3116065,4.2683935,0.22158079071761172,0.4758610000000001,4.104139,0.17644395902264073,0.9598030000000002,3.620197,0.17327821708980926,0.15045454545454548,4.429545454545455,0.2752565035787186,0.2440909090909091,4.335909090909091,0.25381971776717804,0.44499999999999995,4.135,0.27609115090838504,2.581363636363637,1.998636363636363,0.6244939147316251,3.8468181818181817,0.7331818181818184,0.6057000970325506,4.531363636363637,0.04863636363636292,0.45677978785819345,4.693181818181819,-0.11318181818181916,0.38345032603264617,27396832704.0094,0.1605667475080691,13493693756.3064,0.4222296006939482,95.6415096715633,-0.3350152035550876,3.5,-0.3017086534969802,4.9,-0.16691252545477972
20,ALEXANDRIA,2010-04,4.58,Improvements_Additions for Apartments_Coops,0.24183250000000003,4.3381675,0.26256824483633745,0.2495495,4.3304505,0.26076884367139835,0.2597455000000001,4.3202545,0.2523900726176449,0.2840375,4.2959625,0.23962667688653885,0.3116065,4.2683935,0.22158079071761172,0.4758610000000001,4.104139,0.17644395902264073,0.9598030000000002,3.620197,0.17327821708980926,0.15045454545454548,4.429545454545455,0.2752565035787186,0.2440909090909091,4.335909090909091,0.25381971776717804,0.44499999999999995,4.135,0.27609115090838504,2.581363636363637,1.998636363636363,0.6244939147316251,3.8468181818181817,0.7331818181818184,0.6057000970325506,4.531363636363637,0.04863636363636292,0.45677978785819345,4.693181818181819,-0.11318181818181916,0.38345032603264617,27396832704.0094,0.1605667475080691,13493693756.3064,0.4222296006939482,95.6415096715633,-0.3350152035550876,3.5,-0.3017086534969802,5.2,-0.16691252545477972
21,ALEXANDRIA,2010-04,4.58,Improvements_Additions for Apartments_Coops,0.24183250000000003,4.3381675,0.26256824483633745,0.2495495,4.3304505,0.26076884367139835,0.2597455000000001,4.3202545,0.2523900726176449,0.2840375,4.2959625,0.23962667688653885,0.3116065,4.2683935,0.22158079071761172,0.4758610000000001,4.104139,0.17644395902264073,0.9598030000000002,3.620197,0.17327821708980926,0.15045454545454548,4.429545454545455,0.2752565035787186,0.2440909090909091,4.335909090909091,0.25381971776717804,0.44499999999999995,4.135,0.27609115090838504,2.581363636363637,1.998636363636363,0.6244939147316251,3.8468181818181817,0.7331818181818184,0.6057000970325506,4.531363636363637,0.04863636363636292,0.45677978785819345,4.693181818181819,-0.11318181818181916,0.38345032603264617,27396832704.0094,0.1605667475080691,13493693756.3064,0.4222296006939482,95.6415096715633,-0.3350152035550876,3.5,-0.3017086534969802,5.0,-0.16691252545477972
22,ALEXANDRIA,2010-04,4.58,Improvements_Additions for Apartments_Coops,0.24183250000000003,4.3381675,0.26256824483633745,0.2495495,4.3304505,0.26076884367139835,0.2597455000000001,4.3202545,0.2523900726176449,0.2840375,4.2959625,0.23962667688653885,0.3116065,4.2683935,0.22158079071761172,0.4758610000000001,4.104139,0.17644395902264073,0.9598030000000002,3.620197,0.17327821708980926,0.15045454545454548,4.429545454545455,0.2752565035787186,0.2440909090909091,4.335909090909091,0.25381971776717804,0.44499999999999995,4.135,0.27609115090838504,2.581363636363637,1.998636363636363,0.6244939147316251,3.8468181818181817,0.7331818181818184,0.6057000970325506,4.531363636363637,0.04863636363636292,0.45677978785819345,4.693181818181819,-0.11318181818181916,0.38345032603264617,27396832704.0094,0.1605667475080691,13493693756.3064,0.4222296006939482,95.6415096715633,-0.3350152035550876,3.5,-0.3017086534969802,4.8,-0.16691252545477972
23,ALEXANDRIA,2010-04,4.58,Improvements_Additions for Apartments_Coops,0.24183250000000003,4.3381675,0.26256824483633745,0.2495495,4.3304505,0.26076884367139835,0.2597455000000001,4.3202545,0.2523900726176449,0.2840375,4.2959625,0.23962667688653885,0.3116065,4.2683935,0.22158079071761172,0.4758610000000001,4.104139,0.17644395902264073,0.9598030000000002,3.620197,0.17327821708980926,0.15045454545454548,4.429545454545455,0.2752565035787186,0.2440909090909091,4.335909090909091,0.25381971776717804,0.44499999999999995,4.135,0.27609115090838504,2.581363636363637,1.998636363636363,0.6244939147316251,3.8468181818181817,0.7331818181818184,0.6057000970325506,4.531363636363637,0.04863636363636292,0.45677978785819345,4.693181818181819,-0.11318181818181916,0.38345032603264617,27396832704.0094,0.1605667475080691,13493693756.3064,0.4222296006939482,95.6415096715633,-0.3350152035550876,3.5,-0.3017086534969802,4.9,-0.16691252545477972
24,ALEXANDRIA,2010-04,4.58,Improvements_Additions for Apartments_Coops,0.24183250000000003,4.3381675,0.26256824483633745,0.2495495,4.3304505,0.26076884367139835,0.2597455000000001,4.3202545,0.2523900726176449,0.2840375,4.2959625,0.23962667688653885,0.3116065,4.2683935,0.22158079071761172,0.4758610000000001,4.104139,0.17644395902264073,0.9598030000000002,3.620197,0.17327821708980926,0.15045454545454548,4.429545454545455,0.2752565035787186,0.2440909090909091,4.335909090909091,0.25381971776717804,0.44499999999999995,4.135,0.27609115090838504,2.581363636363637,1.998636363636363,0.6244939147316251,3.8468181818181817,0.7331818181818184,0.6057000970325506,4.531363636363637,0.04863636363636292,0.45677978785819345,4.693181818181819,-0.11318181818181916,0.38345032603264617,27396832704.0094,0.1605667475080691,13493693756.3064,0.4222296006939482,95.6415096715633,-0.3350152035550876,3.5,-0.3017086534969802,5.2,-0.16691252545477972
25,ALEXANDRIA,2010-04,4.58,Improvements_Additions for Apartments_Coops,0.24183250000000003,4.3381675,0.26256824483633745,0.2495495,4.3304505,0.26076884367139835,0.2597455000000001,4.3202545,0.2523900726176449,0.2840375,4.2959625,0.23962667688653885,0.3116065,4.2683935,0.22158079071761172,0.4758610000000001,4.104139,0.17644395902264073,0.9598030000000002,3.620197,0.17327821708980926,0.15045454545454548,4.429545454545455,0.2752565035787186,0.2440909090909091,4.335909090909091,0.25381971776717804,0.44499999999999995,4.135,0.27609115090838504,2.581363636363637,1.998636363636363,0.6244939147316251,3.8468181818181817,0.7331818181818184,0.6057000970325506,4.531363636363637,0.04863636363636292,0.45677978785819345,4.693181818181819,-0.11318181818181916,0.38345032603264617,27396832704.0094,0.1605667475080691,13493693756.3064,0.4222296006939482,95.6415096715633,-0.3350152035550876,3.5,-0.3017086534969802,5.0,-0.16691252545477972
26,ALEXANDRIA,2010-04,4.58,Improvements_Additions for Apartments_Coops,0.24183250000000003,4.3381675,0.26256824483633745,0.2495495,4.3304505,0.26076884367139835,0.2597455000000001,4.3202545,0.2523900726176449,0.2840375,4.2959625,0.23962667688653885,0.3116065,4.2683935,0.22158079071761172,0.4758610000000001,4.104139,0.17644395902264073,0.9598030000000002,3.620197,0.17327821708980926,0.15045454545454548,4.429545454545455,0.2752565035787186,0.2440909090909091,4.335909090909091,0.25381971776717804,0.44499999999999995,4.135,0.27609115090838504,2.581363636363637,1.998636363636363,0.6244939147316251,3.8468181818181817,0.7331818181818184,0.6057000970325506,4.531363636363637,0.04863636363636292,0.45677978785819345,4.693181818181819,-0.11318181818181916,0.38345032603264617,27396832704.0094,0.1605667475080691,13493693756.3064,0.4222296006939482,95.6415096715633,-0.3350152035550876,3.5,-0.3017086534969802,4.8,-0.16691252545477972
27,ALEXANDRIA,2010-04,4.58,Improvements_Additions for Apartments_Coops,0.24183250000000003,4.3381675,0.26256824483633745,0.2495495,4.3304505,0.26076884367139835,0.2597455000000001,4.3202545,0.2523900726176449,0.2840375,4.2959625,0.23962667688653885,0.3116065,4.2683935,0.22158079071761172,0.4758610000000001,4.104139,0.17644395902264073,0.9598030000000002,3.620197,0.17327821708980926,0.15045454545454548,4.429545454545455,0.2752565035787186,0.2440909090909091,4.335909090909091,0.25381971776717804,0.44499999999999995,4.135,0.27609115090838504,2.581363636363637,1.998636363636363,0.6244939147316251,3.8468181818181817,0.7331818181818184,0.6057000970325506,4.531363636363637,0.04863636363636292,0.45677978785819345,4.693181818181819,-0.11318181818181916,0.38345032603264617,27396832704.0094,0.1605667475080691,13493693756.3064,0.4222296006939482,95.6415096715633,-0.3350152035550876,3.5,-0.3017086534969802,4.9,-0.16691252545477972
